time_s,emg_raw_mV
2.940,0.129118
2.941,0.116657
2.942,0.068809
2.943,0.012832
2.944,-0.032851
2.945,-0.045433
2.946,-0.013180
2.947,-0.001168
2.948,0.022112
2.949,0.046999
2.950,0.047170
2.951,0.088062
2.952,0.046346
2.953,-0.060465
2.954,-0.132571
2.955,-0.125211
2.956,-0.039190
2.957,0.018438
2.958,-0.002073
2.959,-0.074392
2.960,-0.182575
2.961,-0.137441
2.962,-0.029956
2.963,0.039161
2.964,0.047051
2.965,-0.029510
2.966,-0.032721
2.967,-0.038104
2.968,0.049626
2.969,0.061725
2.970,0.067259
2.971,0.027484
2.972,0.023911
2.973,0.049482
2.974,0.099050
2.975,0.116409
2.976,0.082526
2.977,0.050571
2.978,0.004871
2.979,0.006858
2.980,-0.048188
2.981,-0.045453
2.982,-0.066166
2.983,-0.040213
2.984,-0.028924
2.985,-0.000364
2.986,-0.002265
2.987,-0.014702
2.988,-0.048713
2.989,-0.016116
2.990,0.020815
2.991,0.065387
2.992,0.033930
2.993,0.023259
2.994,-0.035747
2.995,-0.027957
2.996,-0.009874
2.997,0.041847
2.998,0.029170
2.999,0.046747
3.000,0.123230
3.001,0.156783
3.002,0.149560
3.003,0.022979
3.004,-0.058055
3.005,-0.116206
3.006,-0.137526
3.007,-0.078995
3.008,-0.079479
3.009,-0.070710
3.010,-0.069439
3.011,-0.125247
3.012,-0.138207
3.013,-0.109996
3.014,-0.031247
3.015,0.047243
3.016,0.128584
3.017,0.177937
3.018,0.141679
3.019,0.053248
3.020,0.001822
3.021,-0.014165
3.022,-0.057373
3.023,-0.071443
3.024,-0.024514
3.025,0.044482
3.026,0.107640
3.027,0.089964
3.028,0.060556
3.029,0.035143
3.030,0.026123
3.031,0.063275
3.032,0.065584
3.033,0.060977
3.034,-0.006097
3.035,-0.096404
3.036,-0.129484
3.037,-0.083305
3.038,-0.002109
3.039,0.073076
3.040,0.092768
3.041,0.028516
3.042,-0.045211
3.043,-0.099343
3.044,-0.140366
3.045,-0.178994
3.046,-0.158760
3.047,-0.090391
3.048,0.017978
3.049,0.113170
3.050,0.142369
3.051,0.095855
3.052,0.036775
3.053,-0.019563
3.054,-0.063981
3.055,-0.056732
3.056,0.021426
3.057,0.097599
3.058,0.115658
3.059,0.067429
3.060,0.011538
3.061,-0.028425
3.062,0.025923
3.063,0.026348
3.064,-0.002331
3.065,-0.061941
3.066,-0.098060
3.067,-0.062042
3.068,0.045187
3.069,0.079371
3.070,0.096339
3.071,0.025951
3.072,-0.058334
3.073,-0.053884
3.074,-0.037704
3.075,-0.038133
3.076,0.008303
3.077,0.032089
3.078,0.065385
3.079,0.073399
3.080,-0.012211
3.081,-0.097875
3.082,-0.124741
3.083,-0.120585
3.084,-0.066227
3.085,0.000905
3.086,-0.006812
3.087,-0.020161
3.088,-0.004481
3.089,0.070598
3.090,0.175991
3.091,0.207029
3.092,0.168577
3.093,0.003756
3.094,-0.103607
3.095,-0.192232
3.096,-0.114778
3.097,-0.032453
3.098,0.099666
3.099,0.126257
3.100,0.082732
3.101,0.027999
3.102,-0.005504
3.103,-0.013275
3.104,-0.009289
3.105,0.007438
3.106,0.004248
3.107,-0.040382
3.108,-0.090732
3.109,-0.085173
3.110,-0.041177
3.111,0.006731
3.112,0.032878
3.113,0.030531
3.114,0.021662
3.115,0.006576
3.116,-0.047189
3.117,-0.066776
3.118,-0.057605
3.119,-0.005879
3.120,0.064834
3.121,0.065779
3.122,0.026744
3.123,-0.022126
3.124,-0.026505
3.125,0.032369
3.126,0.096916
3.127,0.132108
3.128,0.074703
3.129,-0.007968
3.130,-0.096013
3.131,-0.151392
3.132,-0.120594
3.133,-0.074532
3.134,-0.028619
3.135,-0.020375
3.136,0.009302
3.137,0.022470
3.138,0.056920
3.139,0.122690
3.140,0.124884
3.141,0.152832
3.142,0.064111
3.143,0.000163
3.144,-0.065428
3.145,-0.072629
3.146,-0.036496
3.147,0.004634
3.148,0.063092
3.149,0.042119
3.150,0.015744
3.151,-0.014798
3.152,0.011394
3.153,0.018814
3.154,-0.005248
3.155,-0.062070
3.156,-0.073507
3.157,-0.117662
3.158,-0.094545
3.159,-0.036521
3.160,0.002349
3.161,0.032268
3.162,0.077411
3.163,0.147881
3.164,0.177323
3.165,0.156878
3.166,0.033427
3.167,-0.086910
3.168,-0.160590
3.169,-0.159368
3.170,-0.079492
3.171,-0.023938
3.172,0.014187
3.173,-0.004515
3.174,-0.037486
3.175,-0.106876
3.176,-0.067227
3.177,-0.012353
3.178,0.066158
3.179,0.088288
3.180,0.036148
3.181,-0.024203
3.182,-0.038936
3.183,-0.009871
3.184,0.015694
3.185,-0.000115
3.186,-0.001815
3.187,-0.000109
3.188,0.027441
3.189,0.062027
3.190,0.106649
3.191,0.129419
3.192,0.118124
3.193,0.056928
3.194,0.016682
3.195,-0.020645
3.196,-0.090519
3.197,-0.097106
3.198,-0.077499
3.199,-0.079259
3.200,-0.067814
3.201,-0.029675
3.202,-0.014406
3.203,0.038853
3.204,0.037844
3.205,-0.006322
3.206,-0.041313
3.207,-0.049074
3.208,0.007692
3.209,0.056856
3.210,0.099632
3.211,0.075050
3.212,0.014796
3.213,-0.083729
3.214,-0.106220
3.215,-0.106189
3.216,-0.072345
3.217,0.024020
3.218,0.060060
3.219,0.004611
3.220,-0.051060
3.221,-0.069281
3.222,-0.003552
3.223,0.108806
3.224,0.178281
3.225,0.101763
3.226,-0.025535
3.227,-0.100853
3.228,-0.085946
3.229,-0.033777
3.230,0.057898
3.231,0.108721
3.232,0.044372
3.233,0.006999
3.234,-0.049544
3.235,-0.026936
3.236,0.027698
3.237,0.057165
3.238,0.032606
3.239,-0.064991
3.240,-0.084283
3.241,-0.069476
3.242,0.041782
3.243,0.110546
3.244,0.095521
3.245,0.022105
3.246,-0.039115
3.247,-0.033194
3.248,0.025906
3.249,0.016969
3.250,-0.006751
3.251,-0.044784
3.252,-0.040828
3.253,0.033447
3.254,0.045636
3.255,0.043936
3.256,-0.003475
3.257,-0.014301
3.258,-0.076215
3.259,-0.094909
3.260,-0.103506
3.261,-0.109493
3.262,-0.056273
3.263,0.012515
3.264,0.031640
3.265,0.047357
3.266,-0.035032
3.267,-0.068650
3.268,-0.103459
3.269,-0.062324
3.270,0.081330
3.271,0.198597
3.272,0.263688
3.273,0.202204
3.274,0.029249
3.275,-0.114412
3.276,-0.144924
3.277,-0.122682
3.278,-0.006416
3.279,0.044534
3.280,0.033710
3.281,-0.043538
3.282,-0.079526
3.283,-0.013265
3.284,0.020797
3.285,0.056241
3.286,-0.009300
3.287,-0.023543
3.288,-0.043153
3.289,-0.004810
3.290,0.063156
3.291,0.098953
3.292,0.077593
3.293,0.051216
3.294,-0.006525
3.295,-0.029308
3.296,-0.056472
3.297,-0.067108
3.298,-0.046452
3.299,0.012347
3.300,0.070524
3.301,0.109566
3.302,0.068492
3.303,0.010856
3.304,-0.012086
3.305,-0.052606
3.306,-0.031823
3.307,-0.011388
3.308,-0.039953
3.309,-0.053325
3.310,-0.055022
3.311,-0.013727
3.312,0.006411
3.313,0.009470
3.314,-0.016339
3.315,-0.061777
3.316,-0.075819
3.317,-0.021854
3.318,0.084797
3.319,0.116075
3.320,0.032221
3.321,-0.059263
3.322,-0.126333
3.323,-0.106831
3.324,-0.034947
3.325,0.015175
3.326,0.015137
3.327,-0.044647
3.328,-0.098085
3.329,-0.068565
3.330,0.042538
3.331,0.184280
3.332,0.259448
3.333,0.276155
3.334,0.189191
3.335,0.057843
3.336,-0.035498
3.337,-0.041953
3.338,-0.002944
3.339,0.060927
3.340,0.084404
3.341,0.021086
3.342,-0.073645
3.343,-0.137998
3.344,-0.137356
3.345,-0.060339
3.346,-0.026862
3.347,-0.055457
3.348,-0.087997
3.349,-0.090062
3.350,-0.004132
3.351,0.066232
3.352,0.049320
3.353,-0.086488
3.354,-0.200478
3.355,-0.237262
3.356,-0.083338
3.357,0.089015
3.358,0.168397
3.359,0.142067
3.360,0.044623
3.361,-0.036572
3.362,0.004429
3.363,0.024971
3.364,0.051095
3.365,0.006837
3.366,-0.008494
3.367,-0.030999
3.368,-0.029255
3.369,-0.027877
3.370,-0.015771
3.371,0.003941
3.372,0.044640
3.373,0.068527
3.374,0.041944
3.375,-0.025962
3.376,-0.053261
3.377,-0.059954
3.378,-0.033443
3.379,0.004224
3.380,0.016580
3.381,0.007936
3.382,0.012539
3.383,-0.028555
3.384,-0.018108
3.385,0.015883
3.386,0.058757
3.387,0.095059
3.388,0.086491
3.389,0.054943
3.390,-0.020949
3.391,-0.083890
3.392,-0.088696
3.393,-0.074360
3.394,-0.030306
3.395,-0.019608
3.396,-0.041550
3.397,-0.037868
3.398,-0.049847
3.399,-0.016216
3.400,0.013370
3.401,0.033937
3.402,0.027838
3.403,0.055619
3.404,0.016514
3.405,-0.007280
3.406,-0.014407
3.407,-0.011046
3.408,-0.001372
3.409,0.026067
3.410,0.009738
3.411,-0.015283
3.412,-0.031186
3.413,-0.059317
3.414,-0.056113
3.415,-0.008195
3.416,0.023409
3.417,0.044485
3.418,0.024177
3.419,0.016273
3.420,-0.012596
3.421,-0.010965
3.422,0.017293
3.423,-0.000038
3.424,0.036543
3.425,-0.005156
3.426,0.000860
3.427,0.031128
3.428,0.074902
3.429,0.058237
3.430,-0.010881
3.431,-0.024642
3.432,-0.069085
3.433,-0.048045
3.434,-0.029405
3.435,0.014966
3.436,-0.005586
3.437,-0.022143
3.438,-0.047307
3.439,-0.018270
3.440,0.008181
3.441,0.018728
3.442,0.043210
3.443,0.045487
3.444,0.058152
3.445,0.031018
3.446,0.021948
3.447,0.037998
3.448,0.025512
3.449,0.032741
3.450,-0.000866
3.451,-0.000642
3.452,-0.004854
3.453,-0.015484
3.454,0.012989
3.455,-0.000928
3.456,0.007573
3.457,-0.022530
3.458,-0.026991
3.459,-0.019657
3.460,-0.027945
3.461,-0.043449
3.462,-0.032339
3.463,-0.016605
3.464,0.016920
3.465,0.029957
3.466,0.003666
3.467,-0.047711
3.468,-0.003011
3.469,0.008727
3.470,-0.003289
3.471,0.020558
3.472,0.034305
3.473,0.014786
3.474,-0.021906
3.475,-0.003918
3.476,-0.031075
3.477,-0.002199
3.478,0.009731
3.479,-0.015600
3.480,-0.028502
3.481,-0.003872
3.482,0.018327
3.483,0.046020
3.484,0.052576
3.485,0.043649
3.486,0.005084
3.487,-0.040510
3.488,-0.060790
3.489,-0.044723
3.490,-0.010967
3.491,0.028352
3.492,0.037269
3.493,0.015945
3.494,0.007000
3.495,-0.003285
3.496,0.044129
3.497,0.079788
3.498,0.073397
3.499,0.063039
3.500,0.017218
3.501,0.002603
3.502,-0.025321
3.503,-0.050297
3.504,-0.024803
3.505,0.005701
3.506,-0.008742
3.507,-0.002135
3.508,-0.007378
3.509,-0.031515
3.510,-0.010576
3.511,-0.023330
3.512,-0.004926
3.513,0.012331
3.514,-0.013390
3.515,-0.038795
3.516,-0.030743
3.517,-0.019261
3.518,0.001812
3.519,0.015476
3.520,-0.010276
3.521,-0.011512
3.522,-0.015047
3.523,-0.018405
3.524,0.003950
3.525,0.042951
3.526,0.030654
3.527,0.006811
3.528,-0.000813
3.529,0.012967
3.530,0.031566
3.531,0.006868
3.532,0.014711
3.533,-0.010686
3.534,-0.017218
3.535,-0.032201
3.536,0.013823
3.537,0.015172
3.538,0.030471
3.539,-0.004511
3.540,-0.009874
3.541,-0.013786
3.542,-0.013385
3.543,0.002077
3.544,-0.003639
3.545,-0.010069
3.546,0.019131
3.547,0.020616
3.548,0.005918
3.549,0.020438
3.550,-0.003755
3.551,-0.016389
3.552,0.009421
3.553,-0.020383
3.554,0.011854
3.555,-0.006218
3.556,-0.010562
3.557,-0.003757
3.558,0.003797
3.559,-0.004012
3.560,0.021607
3.561,0.014580
3.562,-0.008554
3.563,-0.003854
3.564,0.010884
3.565,0.016420
3.566,0.008859
3.567,-0.012670
3.568,0.005547
3.569,0.007062
3.570,0.003643
3.571,0.002557
3.572,-0.005498
3.573,-0.014288
3.574,-0.022201
3.575,-0.034405
3.576,0.000749
3.577,0.008861
3.578,0.019418
3.579,-0.004578
3.580,0.012276
3.581,0.022158
3.582,-0.003625
3.583,-0.001448
3.584,0.009501
3.585,0.034574
3.586,-0.002595
3.587,0.007529
3.588,-0.010005
3.589,-0.010385
3.590,-0.004895
3.591,0.013046
3.592,0.019515
3.593,0.003354
3.594,-0.007008
3.595,0.027153
3.596,-0.007687
3.597,-0.008897
3.598,-0.022728
3.599,0.015993
3.600,0.011619
3.601,0.029941
3.602,-0.014911
3.603,0.019925
3.604,0.003695
3.605,0.012673
3.606,-0.016920
3.607,0.020044
3.608,0.011202
3.609,0.000460
3.610,0.007741
3.611,-0.010113
3.612,-0.008717
3.613,-0.007988
3.614,-0.025086
3.615,0.007341
3.616,0.011446
3.617,-0.010843
3.618,0.002415
3.619,-0.004114
3.620,0.003939
3.621,-0.006604
3.622,-0.008838
3.623,0.015052
3.624,0.002087
3.625,0.027265
3.626,0.003409
3.627,-0.008686
3.628,0.016487
3.629,0.008497
3.630,0.008722
3.631,0.013360
3.632,-0.009597
3.633,-0.003954
3.634,-0.004911
3.635,-0.018489
3.636,-0.006016
3.637,0.013610
3.638,0.001085
3.639,-0.017080
3.640,-0.018670
3.641,0.020904
3.642,0.000680
3.643,-0.005342
3.644,-0.000435
3.645,-0.014728
3.646,0.019930
3.647,-0.002290
3.648,0.018172
3.649,0.001547
3.650,0.017154
3.651,0.002153
3.652,0.008475
3.653,0.006202
3.654,0.004626
3.655,0.001175
3.656,-0.005647
3.657,0.020558
3.658,-0.012647
3.659,-0.000875
3.660,0.000179
3.661,0.005756
3.662,-0.003390
3.663,0.006204
3.664,0.000827
3.665,-0.015983
3.666,0.002968
3.667,-0.010780
3.668,-0.019049
3.669,0.002570
3.670,0.005855
3.671,0.005393
3.672,0.005043
3.673,-0.025618
3.674,-0.019185
3.675,0.020682
3.676,-0.015420
3.677,0.004903
3.678,-0.010007
3.679,0.000029
3.680,-0.007599
3.681,0.007666
3.682,0.003405
3.683,-0.002952
3.684,-0.009749
3.685,0.006213
3.686,-0.011699
3.687,0.007557
3.688,0.033281
3.689,0.017129
3.690,0.008620
3.691,-0.001954
3.692,-0.025028
3.693,-0.018294
3.694,0.012540
3.695,-0.012477
3.696,-0.011244
3.697,-0.004415
3.698,-0.014508
3.699,-0.015648
3.700,-0.000606
3.701,-0.009771
3.702,-0.007129
3.703,-0.006947
3.704,0.009121
3.705,0.000214
3.706,0.000710
3.707,0.009590
3.708,0.000059
3.709,-0.002412
3.710,0.005645
3.711,0.007091
3.712,-0.003528
3.713,-0.001460
3.714,-0.012235
3.715,-0.013328
3.716,0.006377
3.717,0.002912
3.718,0.003700
3.719,0.002443
3.720,0.000554
3.721,0.009284
3.722,0.012985
3.723,0.013362
3.724,0.001644
3.725,0.019644
3.726,0.005595
3.727,0.010016
3.728,0.005148
3.729,0.003891
3.730,-0.008829
3.731,0.007489
3.732,0.032380
3.733,-0.006925
3.734,-0.002001
3.735,-0.008354
3.736,-0.008709
3.737,0.016106
3.738,-0.009839
3.739,-0.006616
3.740,-0.019050
3.741,-0.008164
3.742,-0.018737
3.743,0.010009
3.744,0.036450
3.745,-0.001400
3.746,-0.017148
3.747,0.013227
3.748,-0.006960
3.749,0.016519
3.750,-0.003384
3.751,-0.008509
3.752,-0.003899
3.753,0.006666
3.754,-0.005582
3.755,-0.008961
3.756,-0.005239
3.757,-0.017689
3.758,0.003001
3.759,-0.022368
3.760,-0.005329
3.761,0.010040
3.762,0.005400
3.763,0.009511
3.764,0.002073
3.765,0.017037
3.766,0.013950
3.767,0.007781
3.768,0.012894
3.769,0.009932
3.770,-0.005274
3.771,-0.017054
3.772,0.003281
3.773,0.004126
3.774,0.010232
3.775,-0.014236
3.776,-0.013730
3.777,0.003092
3.778,-0.002617
3.779,-0.023556
3.780,0.004501
3.781,-0.021302
3.782,-0.009580
3.783,0.018647
3.784,0.024752
3.785,-0.011588
3.786,-0.001100
3.787,0.002939
3.788,0.023138
3.789,-0.004987
3.790,-0.005723
3.791,0.017658
3.792,-0.006261
3.793,0.006239
3.794,-0.020579
3.795,-0.005055
3.796,-0.022768
3.797,-0.015092
3.798,0.008307
3.799,-0.001526
3.800,-0.003829
3.801,-0.008058
3.802,-0.000885
3.803,0.006040
3.804,0.014648
3.805,-0.028502
3.806,-0.007128
3.807,0.004336
3.808,0.000577
3.809,0.005768
3.810,0.003210
3.811,-0.004585
3.812,-0.008086
3.813,-0.005373
3.814,0.010932
3.815,-0.011784
3.816,-0.003607
3.817,-0.000227
3.818,0.016961
3.819,-0.004531
3.820,0.011506
3.821,0.015711
3.822,0.000998
3.823,-0.000102
3.824,-0.001095
3.825,-0.000070
3.826,0.013104
3.827,0.005199
3.828,0.004587
3.829,-0.012576
3.830,-0.011610
3.831,0.024794
3.832,-0.003897
3.833,-0.011724
3.834,0.014320
3.835,0.000382
3.836,0.004085
3.837,-0.004084
3.838,-0.005587
3.839,-0.002962
3.840,-0.016593
3.841,-0.000128
3.842,0.005316
3.843,0.024633
3.844,0.003885
3.845,-0.025010
3.846,0.001725
3.847,0.035301
3.848,0.012160
3.849,-0.008804
3.850,0.007093
3.851,-0.009831
3.852,-0.018009
3.853,-0.006607
3.854,-0.001755
3.855,-0.025466
3.856,-0.016643
3.857,-0.002303
3.858,-0.006661
3.859,0.003811
3.860,-0.014576
3.861,0.009496
3.862,-0.012442
3.863,0.022140
3.864,-0.017736
3.865,-0.010111
3.866,0.007862
3.867,0.022398
3.868,0.005544
3.869,0.007681
3.870,0.000210
3.871,-0.013244
3.872,-0.007645
3.873,-0.016970
3.874,-0.018198
3.875,0.001821
3.876,-0.016331
3.877,0.001408
3.878,-0.017385
3.879,0.002630
3.880,-0.005864
3.881,0.017806
3.882,0.005648
3.883,0.017256
3.884,-0.006215
3.885,0.003674
3.886,-0.008920
3.887,-0.002536
3.888,-0.001382
3.889,-0.007783
3.890,-0.014586
3.891,-0.017889
3.892,-0.029840
3.893,-0.015103
3.894,0.004677
3.895,-0.022182
3.896,-0.019271
3.897,0.019064
3.898,-0.009401
3.899,0.002926
3.900,0.007708
3.901,0.008877
3.902,-0.016504
3.903,-0.000346
3.904,-0.016566
3.905,0.032356
3.906,-0.016285
3.907,-0.010147
3.908,-0.010724
3.909,-0.017033
3.910,0.016231
3.911,0.028142
3.912,-0.007472
3.913,-0.018272
3.914,-0.029696
3.915,-0.005929
3.916,-0.006650
3.917,-0.010243
3.918,0.000893
3.919,0.003815
3.920,0.003877
3.921,-0.002866
3.922,-0.011456
3.923,0.010417
3.924,0.003003
3.925,0.013660
3.926,0.012334
3.927,-0.014634
3.928,-0.015447
3.929,-0.008139
3.930,-0.012675
3.931,0.008136
3.932,0.002452
3.933,0.010763
3.934,0.001905
3.935,-0.000496
3.936,0.011544
3.937,0.003210
3.938,-0.000946
3.939,0.016838
3.940,0.001382
3.941,-0.002725
3.942,-0.008291
3.943,0.010863
3.944,0.017698
3.945,0.002393
3.946,0.018548
3.947,-0.021213
3.948,0.001098
3.949,0.000446
3.950,-0.008724
3.951,0.027679
3.952,-0.002558
3.953,-0.007320
3.954,-0.002542
3.955,-0.027034
3.956,-0.011972
3.957,0.009372
3.958,-0.009311
3.959,-0.010874
3.960,0.015714
3.961,0.017010
3.962,0.007967
3.963,-0.003034
3.964,-0.000020
3.965,-0.006650
3.966,-0.009084
3.967,-0.010106
3.968,-0.005653
3.969,-0.011490
3.970,-0.018764
3.971,0.001706
3.972,0.001052
3.973,0.017982
3.974,-0.010873
3.975,0.000553
3.976,0.000899
3.977,-0.005473
3.978,0.007169
3.979,0.008376
3.980,0.003929
3.981,-0.002141
3.982,-0.002527
3.983,-0.013986
3.984,-0.006818
3.985,-0.004464
3.986,-0.010634
3.987,0.007706
3.988,0.016123
3.989,-0.009970
3.990,0.003401
3.991,-0.013336
3.992,-0.005422
3.993,-0.010711
3.994,0.004370
3.995,-0.011145
3.996,0.009287
3.997,-0.005376
3.998,-0.009559
3.999,-0.015967
4.000,0.003038
4.001,0.011670
4.002,0.005043
4.003,0.029293
4.004,0.020011
4.005,-0.000690
4.006,-0.000963
4.007,0.008063
4.008,-0.008293
4.009,0.014923
4.010,0.004339
4.011,0.002150
4.012,0.006480
4.013,0.018247
4.014,-0.000802
4.015,-0.004356
4.016,0.015251
4.017,0.009184
4.018,-0.005615
4.019,-0.000865
4.020,0.002345
4.021,0.005269
4.022,-0.014516
4.023,-0.016083
4.024,-0.007796
4.025,-0.008577
4.026,-0.004873
4.027,0.010044
4.028,-0.000264
4.029,0.003284
4.030,-0.014692
4.031,-0.006467
4.032,0.005284
4.033,0.004712
4.034,-0.011548
4.035,-0.001060
4.036,0.023533
4.037,-0.002638
4.038,-0.010082
4.039,-0.003012
4.040,0.001106
4.041,-0.000887
4.042,0.001387
4.043,-0.014894
4.044,-0.008698
4.045,0.001208
4.046,0.000870
4.047,-0.004367
4.048,-0.000361
4.049,0.001659
4.050,0.010673
4.051,-0.002118
4.052,0.003026
4.053,-0.008926
4.054,0.004012
4.055,0.001509
4.056,0.007537
4.057,0.006134
4.058,0.005301
4.059,-0.002108
4.060,0.002939
4.061,0.013689
4.062,-0.006062
4.063,-0.005114
4.064,0.005030
4.065,0.007983
4.066,-0.007036
4.067,0.001530
4.068,0.000635
4.069,-0.025656
4.070,-0.002635
4.071,-0.002815
4.072,-0.003687
4.073,0.014564
4.074,-0.017443
4.075,-0.012895
4.076,-0.034200
4.077,-0.008198
4.078,-0.006511
4.079,-0.007047
4.080,0.013292
4.081,0.011254
4.082,0.002698
4.083,-0.002020
4.084,0.015167
4.085,0.002763
4.086,-0.006966
4.087,-0.018168
4.088,-0.003532
4.089,0.009983
4.090,0.027318
4.091,-0.000188
4.092,-0.010948
4.093,-0.016647
4.094,0.003770
4.095,-0.024175
4.096,0.003751
4.097,0.007385
4.098,0.003472
4.099,-0.003563
4.100,0.006779
4.101,0.002978
4.102,-0.007574
4.103,0.024632
4.104,-0.001367
4.105,0.012309
4.106,-0.026170
4.107,0.017745
4.108,0.019389
4.109,0.001285
4.110,0.006705
4.111,0.005775
4.112,-0.009477
4.113,0.004138
4.114,-0.012557
4.115,-0.010305
4.116,0.010670
4.117,0.009269
4.118,-0.010240
4.119,-0.009730
4.120,-0.007747
4.121,0.009719
4.122,-0.010236
4.123,0.006708
4.124,0.011815
4.125,0.001941
4.126,0.014974
4.127,-0.001225
4.128,-0.000803
4.129,-0.010800
4.130,0.012206
4.131,-0.010125
4.132,0.002434
4.133,-0.003283
4.134,-0.015487
4.135,-0.010309
4.136,0.013741
4.137,-0.000007
4.138,-0.013873
4.139,0.002737
4.140,-0.001753
4.141,0.042376
4.142,0.005185
4.143,-0.002140
4.144,0.019894
4.145,-0.019092
4.146,0.003985
4.147,0.026360
4.148,0.000369
4.149,-0.019873
4.150,-0.004751
4.151,0.016527
4.152,0.002749
4.153,-0.012493
4.154,-0.011076
4.155,-0.009716
4.156,0.001481
4.157,0.013631
4.158,0.010866
4.159,0.004545
4.160,-0.015980
4.161,-0.015008
4.162,0.008162
4.163,-0.013719
4.164,0.000146
4.165,0.006650
4.166,-0.010798
4.167,-0.009864
4.168,0.000634
4.169,0.006971
4.170,0.012738
4.171,0.006358
4.172,-0.000879
4.173,-0.011381
4.174,-0.015704
4.175,-0.009131
4.176,0.002066
4.177,0.001612
4.178,-0.026962
4.179,-0.010355
4.180,0.014454
4.181,0.001878
4.182,-0.015241
4.183,0.030697
4.184,0.002506
4.185,0.007612
4.186,0.007647
4.187,-0.001984
4.188,-0.006968
4.189,0.026387
4.190,0.012038
4.191,0.008936
4.192,0.005152
4.193,-0.014467
4.194,0.012477
4.195,-0.013118
4.196,0.000546
4.197,-0.022100
4.198,-0.026254
4.199,0.002892
4.200,-0.009709
4.201,-0.022943
4.202,0.008251
4.203,0.027868
4.204,0.019528
4.205,-0.000088
4.206,0.002959
4.207,0.013080
4.208,0.015229
4.209,-0.003195
4.210,0.000410
4.211,0.002680
4.212,0.004883
4.213,-0.004024
4.214,-0.004294
4.215,0.013558
4.216,0.011661
4.217,0.003302
4.218,0.018866
4.219,-0.005564
4.220,0.019476
4.221,0.007437
4.222,0.041016
4.223,-0.011883
4.224,-0.005419
4.225,0.008026
4.226,0.007620
4.227,0.025829
4.228,-0.006257
4.229,0.011786
4.230,0.013950
4.231,0.007529
4.232,-0.013295
4.233,0.014466
4.234,0.011899
4.235,0.004195
4.236,-0.000401
4.237,0.000286
4.238,-0.002708
4.239,0.006762
4.240,0.000374
4.241,-0.009255
4.242,-0.010820
4.243,-0.006597
4.244,0.005519
4.245,0.002677
4.246,0.005437
4.247,0.008437
4.248,-0.005764
4.249,0.018515
4.250,-0.003213
4.251,-0.006128
4.252,0.004025
4.253,-0.024465
4.254,-0.012340
4.255,0.008773
4.256,-0.023702
4.257,0.010984
4.258,0.016370
4.259,-0.005361
4.260,0.003502
4.261,0.014356
4.262,-0.003838
4.263,0.012840
4.264,-0.005201
4.265,-0.002731
4.266,-0.006739
4.267,0.006539
4.268,0.015659
4.269,-0.001282
4.270,-0.015255
4.271,-0.013920
4.272,0.002972
4.273,0.019702
4.274,0.001872
4.275,-0.007643
4.276,0.006341
4.277,-0.005301
4.278,-0.006303
4.279,-0.012429
4.280,0.016901
4.281,-0.029543
4.282,0.011338
4.283,-0.003138
4.284,-0.002071
4.285,0.023308
4.286,-0.005716
4.287,-0.005734
4.288,0.000199
4.289,0.005893
4.290,-0.005302
4.291,-0.019813
4.292,-0.012152
4.293,0.012949
4.294,-0.001956
4.295,0.002413
4.296,-0.005990
4.297,-0.010341
4.298,0.018367
4.299,-0.003185
4.300,-0.005320
4.301,0.014081
4.302,-0.006905
4.303,-0.004710
4.304,0.002976
4.305,0.003003
4.306,0.005969
4.307,0.027527
4.308,0.005798
4.309,-0.027610
4.310,0.003916
4.311,-0.000472
4.312,-0.001242
4.313,0.000524
4.314,-0.003197
4.315,-0.003631
4.316,0.004503
4.317,-0.008932
4.318,-0.013136
4.319,0.035358
4.320,-0.008590
4.321,0.002129
4.322,-0.016185
4.323,0.003825
4.324,-0.008346
4.325,-0.002310
4.326,0.015394
4.327,0.008091
4.328,0.008584
4.329,-0.020327
4.330,0.022043
4.331,-0.015230
4.332,0.016579
4.333,0.009831
4.334,0.004075
4.335,-0.013260
4.336,-0.001034
4.337,-0.008078
4.338,-0.001415
4.339,-0.003926
4.340,-0.024463
4.341,0.014388
4.342,0.000790
4.343,-0.003391
4.344,-0.003871
4.345,0.007302
4.346,-0.007872
4.347,-0.024635
4.348,0.006649
4.349,0.007156
4.350,-0.002396
4.351,-0.014702
4.352,-0.000696
4.353,-0.020001
4.354,-0.015180
4.355,-0.012008
4.356,0.007274
4.357,-0.006778
4.358,-0.007138
4.359,0.022529
4.360,0.004230
4.361,0.004995
4.362,-0.002673
4.363,-0.004729
4.364,-0.023384
4.365,0.014625
4.366,0.008233
4.367,0.000277
4.368,0.000117
4.369,0.009761
4.370,-0.018657
4.371,-0.008006
4.372,-0.015399
4.373,0.018831
4.374,0.007655
4.375,-0.029432
4.376,-0.021018
4.377,-0.004015
4.378,-0.007433
4.379,-0.016820
4.380,0.023337
4.381,0.004678
4.382,0.007461
4.383,-0.005877
4.384,0.011520
4.385,-0.001565
4.386,-0.000547
4.387,0.009759
4.388,-0.017785
4.389,0.020091
4.390,0.002189
4.391,0.014444
4.392,-0.014668
4.393,-0.013505
4.394,-0.016796
4.395,0.000004
4.396,-0.002061
4.397,-0.008000
4.398,-0.013932
4.399,-0.016126
4.400,-0.000582
4.401,-0.004660
4.402,-0.006464
4.403,0.020992
4.404,0.001865
4.405,0.018241
4.406,-0.003546
4.407,0.005364
4.408,0.001098
4.409,-0.019444
